"[idKey]","[TduCompanyName]","[RepCompany]","[Product]","[kwh500]","[kwh1000]","[kwh2000]","[Fees/Credits]","[PrePaid]","[TimeOfUse]","[Fixed]","[RateType]","[Renewable]","[TermValue]","[CancelFee]","[Website]","[SpecialTerms]","[TermsURL]","[Promotion]","[PromotionDesc]","[FactsURL]","[EnrollURL]","[PrepaidURL]","[EnrollPhone]","[NewCustomer]","[MinUsageFeesCredits]","[Language]","[Rating]"
"13907","AEP TEXAS CENTRAL DIVISION","TXU ENERGY","TXU Energy Solar Value 12","0.1680","0.1190","0.1390","Reciba un crédito de $30 en su factura todos los meses en que consuma 800 kWh o más.","False","False","1","Fixed","25","12","150.00","http://www.txu.com/ptc/solarvalue12","TXU Energy Solar Value 12SM es un plan de tarifa fija con un plazo mínimo de 12 meses y un cargo de $150.00 por cancelación anticipada. La única circunstancia en la que el precio podría cambiar durante el plazo mínimo de 12 meses sería para reflejar cambios reales en las leyes o cargos reglamentarios, como se describe en la Etiqueta de Información sobre la Electricidad (EFL). Para más información, consulte el Acuerdo de Términos de Servicio y la Etiqueta de Información sobre la Electricidad.","http://www.txu.com/~/media/Files/Marketing/Residential/Other-PDFs/TOSA.pdf","False","","http://www.txu.com/Handlers/PDFGenerator.ashx?comProdId=TCX30SOLVL12AG&lang=es&formType=EnergyFactsLabel&custClass=3&tdsp=ER_AEPTCC","http://www.txu.com/ptc/solarvalue12","","(855) 847-6135","TRUE","TRUE","Spanish","5"
"14065","AEP TEXAS CENTRAL DIVISION","RELIANT","Reliant Solar Sell Back plan","0.1200","0.1110","0.1060","","False","False","2","Indexed","11","0","0.00","https://www.reliant.com/public/startOEProcess.htm?tdspCodeCCS=D0004&txtPromocode=WA7DXR&fromLP=ptc&sid=ADM_2014_SellBackPlan&language_code=es_US","Usted puede aprovechar el Reliant Solar Sell Back plan para su hogar con un Medidor Inteligente habilitado y un sistema Solar PV. Con el Reliant Solar Sell Back plan, hay un solo periodo pico de precio de 9:00 a.m. a 4:00 p.m. todos los días del año. El periodo pico coincide con las horas de generación pico para el sistema Solar PV. Entre las 4:00 p.m. y las 9:00 a.m., cuando su sistema Solar PV está produciendo poca o nada de electricidad, usted obtendrá un precio bajo de periodo fuera de pico. El precio de devolución será igual al cargo de energía pico para los primeros 500 kWh devueltos a la red cada mes. Reliant acreditará 5 centavos /kWh por cualquier excedente de electricidad devuelto a la red. El precio incluye todos los cargos del TDSP.","https://www.reliant.com/files/0901751880c5cea6.pdf","False","","https://www.reliant.com/files/0901751880e16bc9.pdf","https://www.reliant.com/public/startOEProcess.htm?tdspCodeCCS=D0004&txtPromocode=WA7DXR&fromLP=ptc&sid=ADM_2014_SellBackPlan&language_code=es_US","","(866) 735-1214","TRUE","FALSE","Spanish","4"
"15040","AEP TEXAS CENTRAL DIVISION","RELIANT","Reliant 100% Solar 12 plan","0.1510","0.1420","0.1370","
","False","False","1","Fixed","100","12","150.00","https://www.reliant.com/public/startOEProcess.htm?tdspCodeCCS=D0004&txtPromocode=WAC6F9&fromLP=ptc&sid=A3P_2016Nov_PTC_SolarPlan&language_code=es_US","Esta oferta se aplica a nuevos clientes inscriben a través de Power to Choose. Tendrás un precio fijo por 12 meses y apoyarás la energía solar limpia. Reliant compra créditos de energía solar suficientes para igualar el consumo de electricidad de nuestros clientes que compren planes solares. Tu precio actual variará con el consumo y puede cambiar para reflejar los cambios en la ley y los cargos reguladores.","https://www.reliant.com/files/0901751880c5cea6.pdf","False","","https://www.reliant.com/files/090175188166c0e1.pdf","https://www.reliant.com/public/startOEProcess.htm?tdspCodeCCS=D0004&txtPromocode=WAC6F9&fromLP=ptc&sid=A3P_2016Nov_PTC_SolarPlan&language_code=es_US","","(866) 735-1214","TRUE","FALSE","Spanish","4"
"15051","AEP TEXAS CENTRAL DIVISION","GREEN MOUNTAIN ENERGY COMPANY","Pollution Free e-Plus 12 Choice","0.1330","0.1240","0.1190","","False","False","1","Fixed","100","12","150.00","https://www.greenmountainenergy.com/wp-gmec-landing/gmec-lnd-tx/ptc/?sid=A3P_PTC_ERCOT_2015APR_PFe-P12","Sign up for 100% Pollution Free Electricity today! This plan requires you to enroll in Tree Free billing and Auto Pay at greenmountain.com/myaccount within thirty (30) days of your service start date. Additional terms and conditions apply. See order confirmation page for details.","https://signup.greenmountain.com/files/0901751880d225fb.pdf","False","","https://signup.greenmountain.com/files/09017518816ed7b6.pdf","https://www.greenmountainenergy.com/wp-gmec-landing/gmec-lnd-tx/ptc/?sid=A3P_PTC_ERCOT_2015APR_PFe-P12","","(844) 854-2260","FALSE","FALSE","English","3"
"15054","AEP TEXAS CENTRAL DIVISION","GREEN MOUNTAIN ENERGY COMPANY","Pollution Free e-Plus Choice","0.1600","0.1510","0.1460","","False","False","0","Variable","100","0","0.00"," https://www.greenmountainenergy.com/wp-gmec-landing/gmec-lnd-tx/ptc/?sid=A3P_PTC_ERCOT_2015APR_PFe-PlusMTM","Sign up for 100% Pollution Free Electricity today! This plan requires you to enroll in Tree Free billing and Auto Pay at greenmountain.com/myaccount within thirty (30) days of your service start date. Additional terms and conditions apply. See order confirmation page for details.","https://signup.greenmountain.com/files/0901751880d225fb.pdf","False","","https://signup.greenmountain.com/files/09017518816ed7c0.pdf","https://www.greenmountainenergy.com/wp-gmec-landing/gmec-lnd-tx/ptc/?sid=A3P_PTC_ERCOT_2015APR_PFe-PlusMTM","","(844) 854-2260","FALSE","FALSE","English","3"
"15939","AEP TEXAS CENTRAL DIVISION","SPARK ENERGY LLC","Choice 6","0.1230","0.1140","0.1100","","False","False","1","Fixed","12","6"," 175 ","https://www.sparkenergy.com","","https://www.sparkenergy.com/api/enrollment-product-document/21472/TOS/ptc-all/CPL/Electric/77437","False","","https://www.sparkenergy.com/api/enrollment-product-document/21472/EFL/ptc-all/CPL/Electric/77437","https://www.sparkenergy.com/en/products-and-services/enroll/?zip=77437&productid=21472&commodity=Electric&market=CPL&utilityId=1&promoCode=ptc-all&brk_source=","","(877) 346-0861","TRUE","FALSE","English","1"
"15954","AEP TEXAS CENTRAL DIVISION","YEP","Month to Month Autopay E-Plan","0.1560","0.1440","0.1380","","False","False","0","Variable","16","1","0.00","http://www.yeptexas.com","","https://www.yeptexas.com/Docs/yep-tos-flex.pdf","False","","https://www.yeptexas.com/Docs/yep-efl-flex-pr-nongreen-ptc.pdf","https://www.yeptexas.com/Enroll/Enroll1.aspx","","(866) 937-5937","TRUE","FALSE","English","5"
"15958","AEP TEXAS CENTRAL DIVISION","SOUTHWEST POWER & LIGHT","Month to Month Spirit Of Texas AutoPay E-Plan","0.1550","0.1430","0.1370","","False","False","0","Variable","16","1","0.00","http://www.southwestpl.com","","http://www.southwestpl.com/Docs/swpl-tos-flex.pdf","False","","http://www.southwestpl.com/Docs/swpl-efl-flex-pr-nongreen-ptc.pdf","https://www.southwestpl.com/Enroll/Enroll1.aspx","","(866) 941-7975","TRUE","FALSE","English","5"
"15967","AEP TEXAS CENTRAL DIVISION","CPL RETAIL ENERGY","Free Weekends 12","0.1370","0.1260","0.1200","","False","False","2","Indexed","14","12","135.00","https://www.cplretailenergy.com/msid/3051/pid/fw12?utm_source=BD&utm_medium=ptc","Get free electricity every weekend for 12 months! Monthly base charge $4.95. For new customers only.","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=CPL_TOU_TOS_ENG_20180110.pdf","False","","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FCARXXT0177_ENG_20180807.PDF","https://www.cplretailenergy.com/texas/electricity-plans/free-weekends-12/msid/3051/pid/fw12?utm_source=BD&utm_medium=ptc","","(844) 664-2838","TRUE","FALSE","English","5"
"15968","AEP TEXAS CENTRAL DIVISION","CPL RETAIL ENERGY","Free Weekends 24","0.1370","0.1260","0.1200","","False","False","2","Indexed","14","24","135.00","https://www.cplretailenergy.com/msid/3051/pid/fw24?utm_source=BD&utm_medium=ptc","Get free electricity every weekend for 24 months! Monthly base charge $4.95. For new customers only.","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=CPL_TOU_TOS_ENG_20180110.pdf","False","","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FCARXXT0179_ENG_20180807.PDF","https://www.cplretailenergy.com/texas/electricity-plans/free-weekends-24/msid/3051/pid/fw24?utm_source=BD&utm_medium=ptc","","(844) 664-2838","TRUE","FALSE","English","5"
"16102","AEP TEXAS CENTRAL DIVISION","Hello Energy","Free Weekends","0.1380","0.1380","0.1380","","True","True","0","Variable","13","0","0.00","https://helloenergy.com/"," Who wants to work on the weekends? Relax and enjoy your time off with friends and family, knowing that your light bill is taking a break, too. During the week, we deduct the electricity you use from your balance as you use it, but on Saturdays and Sundays we won’t charge you a thing. Zip. Zero. Nada. That’s 48 hours of free electricity between midnight on Friday to midnight on Sunday.","http://bit.ly/2phvypx","False","","http://bit.ly/2xOP6r9","https://www.helloenergy.com/Sign-Up?&lsid=7440","http://bit.ly/2peVfab","(844) 856-9383","FALSE","FALSE","English","4"
"16107","AEP TEXAS CENTRAL DIVISION","Hello Energy","Free Weekends","0.1380","0.1380","0.1380","","True","True","0","Variable","13","0","0.00","https://helloenergy.com/","¿Quién quiere trabajar los fines de semana? Relajarse y disfrutar de su tiempo libre con amigos y familiares, sabiendo que su factura de la luz está tomando un descanso, también. Durante la semana, deducimos la electricidad que usa de su saldo medida que lo use, pero los sábados y domingos no se le cobrará nada. Cremallera. Cero. Nada. En total 48 horas de electricidad libre entre la media noche del viernes a la medianoche del domingo.","http://bit.ly/2phGSlo","False","","http://bit.ly/2xUt0TU","https://www.helloenergy.com/Sign-Up?&lsid=7440","http://bit.ly/2pf04QH","(844) 856-9383","FALSE","FALSE","Spanish","4"
"16114","AEP TEXAS CENTRAL DIVISION","Hello Energy","Free Nights","0.1430","0.1430","0.1430","","True","True","0","Variable","13","0","0.00","https://helloenergy.com/","Take a load off at the end of the day. Rest easy, knowing that your light bill is sleeping while you do. During the day, we deduct the electricity you use from your balance as you use it, but overnight we won’t charge you a thing. Do the dishes, take a shower, run the laundry and crank up the AC between 8pm and 6am.","http://bit.ly/2phvypx","False","","http://bit.ly/2JkjT07","https://www.helloenergy.com/Sign-Up?&lsid=7440","http://bit.ly/2peVfab","(844) 856-9383","FALSE","FALSE","English","4"
"16121","AEP TEXAS CENTRAL DIVISION","Hello Energy","Free Nights","0.1430","0.1430","0.1430","","True","True","0","Variable","13","0","0.00","https://helloenergy.com/","Tomar una carga al final del día. Descansa tranquilo sabiendo que su factura de la luz está durmiendo mientras lo hace. Durante el día, deducimos la electricidad que usa de su saldo medida que lo use, pero durante la noche no se le cobrará nada. Lavar los platos, tomar una ducha, ejecute el servicio de lavandería y suba el aire acondicionado 8 p.m.-6 a.m.","http://bit.ly/2phGSlo","False","","http://bit.ly/2JmAMHL","https://www.helloenergy.com/Sign-Up?&lsid=7440","http://bit.ly/2pf04QH","(844) 856-9383","FALSE","FALSE","Spanish","4"
"16141","AEP TEXAS CENTRAL DIVISION","Express Energy","Quick 12","0.1620","0.0810","0.1290","","False","False","1","Fixed","6","12","20 per month remaining","https://www.myexpressenergy.com/personalized-plans-and-rates?utm_source=ptc&utm_medium=AEPTC_12&utm_campaign=affiliate&promocode=ee_ptc&utm_content=quick","No Frills. Low Bills. Fixed price for 12 months, low bills and low cancellation fee. Easy 24/7 access to your account Online.","https://www.myexpressenergy.com/Docs/TOSA_ExpressEnergy.pdf","False","","https://www.myexpressenergy.com/viewpdf.aspx/?Docs/efl_quikva12fad_a.pdf","https://www.myexpressenergy.com/personalized-plans-and-rates?utm_source=ptc&utm_medium=AEPTC_12&utm_campaign=affiliate&promocode=ee_ptc&utm_content=quick","","(844) 361-2075","TRUE","FALSE","English","2"
"16142","AEP TEXAS CENTRAL DIVISION","Express Energy","Quick 24","0.1580","0.0790","0.1290","","False","False","1","Fixed","6","24","20 per month remaining","https://www.myexpressenergy.com/personalized-plans-and-rates?utm_source=ptc&utm_medium=AEPTC_24&utm_campaign=affiliate&promocode=ee_ptc&utm_content=quick","No Frills. Low Bills. Fixed price for 24 months, low bills and low cancellation fee. Easy 24/7 access to your account Online.","https://www.myexpressenergy.com/Docs/TOSA_ExpressEnergy.pdf","False","","https://www.myexpressenergy.com/viewpdf.aspx/?Docs/efl_quikva24fad_a.pdf","https://www.myexpressenergy.com/personalized-plans-and-rates?utm_source=ptc&utm_medium=AEPTC_24&utm_campaign=affiliate&promocode=ee_ptc&utm_content=quick","","(844) 361-2075","TRUE","FALSE","English","2"
"16176","AEP TEXAS CENTRAL DIVISION","PENNYWISE POWER ","Wise Buy Conserve Saver Plus 12","0.1070","0.0740","0.1570","","False","False","1","Fixed","11","12","150.00","https://www.pennywisepower.com/resources/public/oe/zipcode.jsp?txtPromocode=wq4135&fromLP=ptc","Electronic Billing and auto payment via bank draft, credit card, or debit card required. This offer is for new customers only. Enroll through Power to Choose or by using special promo code; Promo Code Required: WQ4135.","https://www.pennywisepower.com/files/09017518809d06f0.pdf","False","","https://www.pennywisepower.com/files/09017518816f973c.pdf","https://www.pennywisepower.com/resources/public/oe/zipcode.jsp?txtPromocode=wq4135&fromLP=ptc","","(855) 265-9153","TRUE","FALSE","English","3"
"16282","AEP TEXAS CENTRAL DIVISION","SPARK ENERGY LLC","Spark Instant Plus 12","0.4300","0.2150","0.1080","","False","False","1","Fixed","12","12","200","https://www.sparkenergy.com/","","https://www.sparkenergy.com/api/enrollment-product-document/141995/TOS/ptc-all/CPL/Electric/77437","False","","https://www.sparkenergy.com/api/enrollment-product-document/141995/EFL/ptc-all/CPL/Electric/77437","https://www.sparkenergy.com/en/products-and-services/enroll/?zip=77437&productid=141995&commodity=Electric&market=CPL&utilityId=1&promoCode=ptc-all&brk_source=&referalid=","","(877) 346-0861","TRUE","FALSE","English","1"
"16303","AEP TEXAS CENTRAL DIVISION","SPARK ENERGY LLC","Spark Instant 12","0.2700","0.1350","0.1380","","False","False","1","Fixed","12","12","200","https://www.sparkenergy.com/","","https://www.sparkenergy.com/api/enrollment-product-document/141993/TOS/ptc/CPL/Electric/77437","False","","https://www.sparkenergy.com/api/enrollment-product-document/141993/EFL/ptc/CPL/Electric/77437","https://www.sparkenergy.com/en/products-and-services/enroll/?zip=77437&productid=141993&commodity=Electric&market=CPL&utilityId=1&promoCode=ptc&brk_source=&referalid=","","(877) 346-0861","TRUE","FALSE","English","1"
"16325","AEP TEXAS CENTRAL DIVISION","GEXA ENERGY","Gexa Choice Plus 12","0.1680","0.1590","0.1090","A Residential Usage Credit will be applied when YOUR USAGE is 2,000 kWh or more per billing cycle. No Residential Usage Credit will be applied when YOUR USAGE is below 2,000 kWh in a billing cycle. ","False","False","1","Fixed","6","12","150.00","https://www.gexaenergy.com/Enrollment-PTC/?pc=Payless_NotCool&ptc=1&rkey=8480|2260|1000|23603","|Lock-in a low fixed rate plan. |Make your bill more predictable with Gexa Energys Budget Billing program. |Free online bill pay and automatic billing options are also available.|This offer is for new customers only who enroll through the Power to Choose website.","http://www.gexaenergy.com/UI/Handlers/DynamicRatePdf.ashx?pdfid=2&rkey=8480|2260|1000|23603","False","","http://www.gexaenergy.com/UI/Handlers/DynamicRatePdf.ashx?pdfid=55338&rkey=8480|2260|1000|23603","https://www.gexaenergy.com/Enrollment-PTC/?pc=Payless_NotCool&ptc=1&rkey=8480|2260|1000|23603","","(866) 329-4392","TRUE","TRUE","English","2"
"16366","AEP TEXAS CENTRAL DIVISION","RELIANT","Reliant Secure 12 plan","0.1340","0.1250","0.1200","","False","False","1","Fixed","11","12","150.00","http://www.reliant.com/public/startOEProcess.htm?tdspCodeCCS=D0004&fromLP=ptc&txtPromocode=WF3713&s.campaign=A3P_ERCOT_2010JulPTCOffers&language_code=es_US","Esta oferta se aplica a nuevos clientes inscriben a través de Power to Choose.","http://www.reliant.com/files/0901751880c5cea6.pdf","False","","http://www.reliant.com/files/090175188166c066.pdf","http://www.reliant.com/public/startOEProcess.htm?tdspCodeCCS=D0004&fromLP=ptc&txtPromocode=WF3713&s.campaign=A3P_ERCOT_2010JulPTCOffers&language_code=es_US","","(855) 350-8650","TRUE","FALSE","Spanish","4"
"16422","AEP TEXAS CENTRAL DIVISION","AMBIT ENERGY","Lone Star Classic 6","0.1750","0.1560","0.1460","","False","False","1","Fixed","15","6","100.00","http://ww2.ambitenergy.com/rates-and-plans?pmc=P2C","","https://mediaserver.ambitenergy.com/media/get/TexasTermsOfService","False","","https://mediaserver.ambitenergy.com/media/get/TXUNBUNDLED_6ENR1650_288_1/EN","http://www.ambitenergy.com","","(877) 282-6248","FALSE","FALSE","English","4"
"16429","AEP TEXAS CENTRAL DIVISION","AMBIT ENERGY","Lone Star Classic 12","0.1540","0.1350","0.1260","","False","False","1","Fixed","15","12","199.00","http://ww2.ambitenergy.com/rates-and-plans?pmc=P2C","Rate listed reflects the E-Plan discount. Ambit Energy's E-Plan provides additional savings on our competitive rates and makes managing your account even easier. Just enroll in our Paperless Billing and Automatic Payment programs when you sign up for new service and you're done! See Electricity Facts Label for discount information and enrollment requirements.","https://mediaserver.ambitenergy.com/media/get/TexasTermsOfService","False","","https://mediaserver.ambitenergy.com/media/get/TXUNBUNDLED_12ENR1660_288_1/EN","http://www.ambitenergy.com","","(877) 282-6248","FALSE","FALSE","English","4"
"16438","AEP TEXAS CENTRAL DIVISION","AMBIT ENERGY","Lone Star Classic 24","0.1530","0.1340","0.1250","","False","False","1","Fixed","15","24","199.00","http://ww2.ambitenergy.com/rates-and-plans?pmc=P2C","Rate listed reflects the E-Plan discount. Ambit Energy's E-Plan provides additional savings on our competitive rates and makes managing your account even easier. Just enroll in our Paperless Billing and Automatic Payment programs when you sign up for new service and you're done! See Electricity Facts Label for discount information and enrollment requirements.","https://mediaserver.ambitenergy.com/media/get/TexasTermsOfService","False","","https://mediaserver.ambitenergy.com/media/get/TXUNBUNDLED_24ENR1652_288_1/EN","http://www.ambitenergy.com","","(877) 282-6248","FALSE","FALSE","English","4"
"16445","AEP TEXAS CENTRAL DIVISION","AMBIT ENERGY","Lone Star Flex","0.1930","0.1790","0.1720","","False","False","0","Variable","15","1","0.00","http://ww2.ambitenergy.com/rates-and-plans?pmc=P2C","","https://mediaserver.ambitenergy.com/media/get/TexasTermsOfService","False","","https://mediaserver.ambitenergy.com/media/get/TXUNBUNDLED_0ENR1654_288_1/EN","http://www.ambitenergy.com","","(877) 282-6248","FALSE","FALSE","English","4"
"16468","AEP TEXAS CENTRAL DIVISION","AMBIT ENERGY","Ambit Green Texas 12","0.1560","0.1370","0.1280","","False","False","1","Fixed","100","12","199.00","http://ww2.ambitenergy.com/rates-and-plans?pmc=P2C","Rate listed reflects the E-Plan discount. Ambit Energy's E-Plan provides additional savings on our competitive rates and makes managing your account even easier. Just enroll in our Paperless Billing and Automatic Payment programs when you sign up for new service and you're done! See Electricity Facts Label for discount information and enrollment requirements.","https://mediaserver.ambitenergy.com/media/get/TexasTermsOfService","False","","https://mediaserver.ambitenergy.com/media/get/TXUNBUNDLED_12ENR1656_288_1/EN","http://www.ambitenergy.com","","(877) 282-6248","FALSE","FALSE","English","4"
"16469","AEP TEXAS CENTRAL DIVISION","AMBIT ENERGY","Ambit Green Texas Flex","0.1950","0.1810","0.1740","","False","False","0","Variable","100","1","0.00","http://ww2.ambitenergy.com/rates-and-plans?pmc=P2C","","https://mediaserver.ambitenergy.com/media/get/TexasTermsOfService","False","","https://mediaserver.ambitenergy.com/media/get/TXUNBUNDLED_0ENR1662_288_1/EN","http://www.ambitenergy.com","","(877) 282-6248","FALSE","FALSE","English","4"
"16486","AEP TEXAS CENTRAL DIVISION","RELIANT","Reliant Apartment 12 Plan","0.1340","0.1250","0.1300","","False","False","1","Fixed","11","12","10 per month remaining","https://www.reliant.com/public/startOEProcess.htm?tdspCodeCCS=D0004&fromLP=ptc&txtPromocode=WF3713&s.campaign=A3P_ERCOT_2010JulPTCOffers","This offer is for new customers only. Enroll through Power to Choose.","http://www.reliant.com/files/0901751880c5cea5.pdf","False","","https://www.reliant.com/files/090175188166c033.pdf","https://www.reliant.com/public/startOEProcess.htm?tdspCodeCCS=D0004&fromLP=ptc&txtPromocode=WF3713&s.campaign=A3P_ERCOT_2010JulPTCOffers","","(855) 350-8650","TRUE","FALSE","English","4"
"16521","AEP TEXAS CENTRAL DIVISION","CHAMPION ENERGY SERVICES LLC","Champ Saver-12","0.1260","0.1170","0.1120","","False","False","1","Fixed","12","12","150.00","http://www.championenergyservices.com","","https://www.championenergyservices.com/images/texas_tos_fixedterm_u.pdf","False","","https://www.championenergyservices.com/register/efl.aspx?planname=PN2413","http://www.championenergyservices.com/promo.asp?promo=POWERTOCHOOSE","","(877) 653-5090","FALSE","FALSE","English","4"
"16523","AEP TEXAS CENTRAL DIVISION","CHAMPION ENERGY SERVICES LLC","Champ Saver-24","0.1240","0.1150","0.1100","","False","False","1","Fixed","12","24","250.00","http://www.championenergyservices.com","","https://www.championenergyservices.com/images/texas_tos_fixedterm_u.pdf","False","","https://www.championenergyservices.com/register/efl.aspx?planname=PN2418","http://www.championenergyservices.com/promo.asp?promo=POWERTOCHOOSE","","(877) 653-5090","FALSE","FALSE","English","4"
"16499","AEP TEXAS CENTRAL DIVISION","RELIANT","Reliant Apartment 12 Plan","0.1340","0.1250","0.1300","","False","False","1","Fixed","11","12","10 por mes restante","https://www.reliant.com/public/startOEProcess.htm?tdspCodeCCS=D0004&txtPromocode=WF3713&s.campaign=A3P_ERCOT_2010JulPTCOffers1&language_code=es_US","esta oferta se aplica a nuevos clientes inscriben a través de Power to Choose","http://www.reliant.com/files/0901751880c5cea6.pdf","False","","https://www.reliant.com/files/090175188166c034.pdf","https://www.reliant.com/public/startOEProcess.htm?tdspCodeCCS=D0004&txtPromocode=WF3713&s.campaign=A3P_ERCOT_2010JulPTCOffers1&language_code=es_US","","(855) 350-8650","TRUE","FALSE","Spanish","4"
"16553","AEP TEXAS CENTRAL DIVISION","AP GAS & ELECTRIC (TX) LLC","Affordable Classic 12","0.1180","0.1120","0.1090","","False","False","1","Fixed","12","12","150.00","www.apge.com","Lock in a straightforward fixed rate plan that gives you price security for the next 12 months.  Flexible. Affordable. Energy. That's APG&E! ","https://enroll.apge.com/Offer/getDocument?documentId=49&offerCode=AEC_RES_12_FIXED_WEB_SRB_Classic","False","","https://enroll.apge.com/Offer/getDocument?documentId=9&offerCode=AEC_RES_12_FIXED_WEB_SRB_Classic","http://www.apge.com/lp/tx_p2c?utm_source=tx_p2c&utm_campaign=12_month&utm_medium=AEPC&utm_rate=10.6","","(877) 544-4857","TRUE","FALSE","English","3"
"16591","AEP TEXAS CENTRAL DIVISION","CHAMPION ENERGY SERVICES LLC","Champ Saver-12","0.1260","0.1170","0.1120","","False","False","1","Fixed","12","12","150.00","http://www.championenergyservices.com","","https://www.championenergyservices.com/images/texas_tos_fixedterm_spanish.pdf","False","","https://www.championenergyservices.com/register/efl.aspx?planname=PN2413&ui=es","http://www.championenergyservices.com/promo.asp?promo=POWERTOCHOOSE","","(877) 653-5090","FALSE","FALSE","Spanish","4"
"16595","AEP TEXAS CENTRAL DIVISION","CHAMPION ENERGY SERVICES LLC","Champ Saver-24","0.1240","0.1150","0.1100","","False","False","1","Fixed","12","24","250.00","http://www.championenergyservices.com","","https://www.championenergyservices.com/images/texas_tos_fixedterm_spanish.pdf","False","","https://www.championenergyservices.com/register/efl.aspx?planname=PN2418&ui=es","http://www.championenergyservices.com/promo.asp?promo=POWERTOCHOOSE","","(877) 653-5090","FALSE","FALSE","Spanish","4"
"16564","AEP TEXAS CENTRAL DIVISION","AP GAS & ELECTRIC (TX) LLC","Affordable Classic 24","0.1150","0.1090","0.1060","","False","False","1","Fixed","12","24","250.00","www.apge.com","Lock in a straightforward fixed rate plan that gives you price security for the next 24 months. Flexible. Affordable. Energy. That's APG&E!","https://enroll.apge.com/Offer/getDocument?documentId=49&offerCode=AEC_RES_24_FIXED_WEB_SRB_Classic","False","","https://enroll.apge.com/Offer/getDocument?documentId=9&offerCode=AEC_RES_24_FIXED_WEB_SRB_Classic","http://www.apge.com/lp/tx_p2c?utm_source=tx_p2c&utm_campaign=24_month&utm_medium=AEC&utm_rate=10.3","","(877) 544-4857","TRUE","FALSE","English","3"
"16617","AEP TEXAS CENTRAL DIVISION","AMBIT ENERGY","Free & Clear Nights 12","0.1780","0.1590","0.1500","","False","True","2","Indexed","100","12","199.00","http://ww2.ambitenergy.com/rates-and-plans?pmc=P2C","Enjoy free electricity at night and help save the planet with 100% renewable energy. This plan requires an AMS-enabled smart meter.","https://mediaserver.ambitenergy.com/media/get/TexasTermsOfService","False","","https://mediaserver.ambitenergy.com/media/get/TXFANCL12ENRL_1648_288_1/EN","http://www.ambitenergy.com","","(877) 282-6248","FALSE","FALSE","English","4"
"16625","AEP TEXAS CENTRAL DIVISION","AMBIT ENERGY","Free & Clear Nights 12","0.1780","0.1590","0.1500","","False","True","2","Indexed","100","12","199.00","http://ww2.ambitenergy.com/rates-and-plans?pmc=P2C","Disfruta de electricidad gratis por las noches y ayuda a salvar el planeta con energía 100% renovable. Este plan requiere un medidor inteligente que permita AMS.","https://mediaserver.ambitenergy.com/media/get/TexasTermsOfService/es","False","","https://mediaserver.ambitenergy.com/media/get/TXFANCL12ENRL_1648_288_1/SP","http://www.ambitenergy.com","","(877) 282-6248","FALSE","FALSE","Spanish","4"
"16661","AEP TEXAS CENTRAL DIVISION","AMBIT ENERGY","Lone Star Classic 24","0.1530","0.1340","0.1250","","False","False","1","Fixed","15","24","199.00","http://ww2.ambitenergy.com/rates-and-plans?pmc=P2C","La tasa indicada refleja el descuento del E-Plan. El E-Plan de Ambit Energy provee ahorros adicionales sobre nuestras tarifas competitivas y hace que el administrar tu cuenta sea aún más fácil. ¡Simplemente inscríbete en nuestros programas de Facturación Electrónica y Pagos Automáticos cuando te inscribas para nuevo servicio y listo! Ve la Etiqueta de Hechos de Electricidad para información sobre el descuento y los requisitos para inscribirte.","https://mediaserver.ambitenergy.com/media/get/TexasTermsOfService/es","False","","https://mediaserver.ambitenergy.com/media/get/TXUNBUNDLED_24ENR1652_288_1/SP","http://www.ambitenergy.com","","(877) 282-6248","FALSE","FALSE","Spanish","4"
"16662","AEP TEXAS CENTRAL DIVISION","AMBIT ENERGY","Lone Star Classic 12","0.1540","0.1350","0.1260","","False","False","1","Fixed","15","12","199.00","http://ww2.ambitenergy.com/rates-and-plans?pmc=P2C","La tasa indicada refleja el descuento del E-Plan. El E-Plan de Ambit Energy provee ahorros adicionales sobre nuestras tarifas competitivas y hace que el administrar tu cuenta sea aún más fácil. ¡Simplemente inscríbete en nuestros programas de Facturación Electrónica y Pagos Automáticos cuando te inscribas para nuevo servicio y listo! Ve la Etiqueta de Hechos de Electricidad para información sobre el descuento y los requisitos para inscribirte.","https://mediaserver.ambitenergy.com/media/get/TexasTermsOfService/es","False","","https://mediaserver.ambitenergy.com/media/get/TXUNBUNDLED_12ENR1660_288_1/SP","http://www.ambitenergy.com","","(877) 282-6248","FALSE","FALSE","Spanish","4"
